ID,sex,age,race,marital-status,education,native-country,workclass,occupation,salary-class,soc_sec_id,given_name,surname
4283,Female,40,Black,Never-married,Doctorate,United-States,State-gov,Prof-specialty,<=50K,1698144,logan,bishop
4284,Female,21,White,Never-married,HS-grad,United-States,Private,Exec-managerial,<=50K,8024092,mitchell,wilkins
4285,Male,39,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K,1744115,thomas,shepherd
4286,Male,35,White,Married-civ-spouse,Some-college,United-States,Self-emp-not-inc,Exec-managerial,<=50K,4456007,thomas,egan
4287,Male,29,White,Married-civ-spouse,Assoc-voc,United-States,Private,Prof-specialty,<=50K,4462693,bryce,dixon
4288,Male,27,Black,Never-married,Assoc-acdm,United-States,Federal-gov,Transport-moving,<=50K,9441828,elise,padbury
4289,Female,20,White,Never-married,Assoc-acdm,United-States,Private,Adm-clerical,<=50K,8423125,nicholas,huxley
4290,Male,51,White,Never-married,Masters,United-States,Local-gov,Prof-specialty,<=50K,1754771,eliza,campbell
4291,Female,45,Black,Separated,HS-grad,United-States,Private,Machine-op-inspct,<=50K,8329531,shawn,boothroyd
4292,Male,31,White,Married-civ-spouse,Some-college,United-States,Private,Craft-repair,<=50K,7935536,chevonne,montalvo
4293,Male,29,Black,Never-married,HS-grad,United-States,Private,Tech-support,<=50K,8853255,amy,sommariva
4294,Male,56,White,Married-civ-spouse,Bachelors,Canada,Private,Adm-clerical,<=50K,8732209,nogivenname,braithwaite
4295,Female,55,White,Divorced,Some-college,United-States,Self-emp-not-inc,Tech-support,>50K,4723081,lachlan,pacey
4296,Male,26,White,Never-married,Some-college,United-States,Private,Tech-support,<=50K,3998859,wil,eyles
4297,Male,46,White,Married-civ-spouse,Some-college,United-States,Private,Craft-repair,>50K,6788571,robbie,lowe
4298,Male,32,White,Married-civ-spouse,HS-grad,United-States,Local-gov,Other-service,<=50K,4689881,samuel,dixon
4299,Male,28,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,<=50K,9370792,ruby,mccarthy
4300,Male,27,White,Never-married,7th-8th,Guatemala,Private,Other-service,<=50K,9809705,elysse,mason
4301,Male,23,White,Married-spouse-absent,9th,Mexico,Private,Craft-repair,<=50K,8232480,jasper,tsialafos
4302,Male,59,White,Married-civ-spouse,10th,United-States,Private,Craft-repair,<=50K,8342535,robert,clarke
4303,Male,26,Other,Never-married,12th,Guatemala,Private,Craft-repair,<=50K,8815164,noah,bruhn
4304,Male,36,White,Never-married,10th,United-States,Private,Handlers-cleaners,<=50K,3484624,joel,bowran
4305,Female,18,White,Never-married,HS-grad,United-States,Private,Sales,<=50K,7289058,nogivenname,manzie
4306,Male,33,White,Divorced,9th,United-States,Private,Handlers-cleaners,<=50K,7326839,gabrielle,fargahry-tolba
4307,Female,60,White,Married-civ-spouse,Assoc-voc,Germany,Self-emp-not-inc,Transport-moving,>50K,4117135,emiily,miles
4308,Female,40,White,Divorced,HS-grad,Mexico,Private,Machine-op-inspct,<=50K,1866346,william,markellos
4309,Male,48,White,Married-civ-spouse,HS-grad,United-States,Private,Farming-fishing,<=50K,5484153,olivia,campbell
4310,Male,27,White,Married-civ-spouse,10th,United-States,Self-emp-not-inc,Craft-repair,<=50K,8809810,april,mcgregor
4311,Male,19,White,Never-married,Some-college,United-States,Private,Other-service,<=50K,6085755,katelyn,lodge
4312,Male,38,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,>50K,4101153,marco,volpato
4313,Male,26,White,Divorced,Some-college,United-States,Private,Craft-repair,<=50K,6206529,rachel,freeborn
4314,Male,45,White,Married-civ-spouse,Assoc-voc,United-States,Federal-gov,Protective-serv,<=50K,7434508,kyle,clarke
4315,Female,20,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K,4972641,matthew,tombleson
4316,Male,32,White,Divorced,HS-grad,United-States,Federal-gov,Craft-repair,<=50K,8761839,kayden,colquhoun
4317,Female,22,White,Never-married,Some-college,United-States,Private,Handlers-cleaners,<=50K,4779301,nogivenname,babic
4318,Male,22,White,Never-married,HS-grad,United-States,Private,Adm-clerical,<=50K,4091125,kane,tiller
4319,Female,38,Black,Never-married,HS-grad,United-States,State-gov,Other-service,<=50K,5598767,alexa-rose,vatavuk
4320,Male,34,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,>50K,9535984,ella,clarke
4321,Female,46,Other,Widowed,1st-4th,Mexico,Private,Other-service,<=50K,2414397,caleb,weaver
4322,Female,39,White,Divorced,Bachelors,United-States,Private,Exec-managerial,<=50K,4424335,holly,campbell
4323,Female,79,White,Widowed,HS-grad,United-States,Self-emp-not-inc,Other-service,<=50K,5457556,eliza,schwidder
4324,Male,24,White,Never-married,HS-grad,Dominican-Republic,Private,Sales,<=50K,7478108,christopher,felmingham
4325,Male,31,White,Married-civ-spouse,Some-college,United-States,Private,Craft-repair,<=50K,4293980,madalyn,korfia
4326,Male,37,Asian-Pac-Islander,Married-civ-spouse,Bachelors,Vietnam,Self-emp-not-inc,Sales,<=50K,8113043,rosie,morrison
4327,Male,23,White,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K,4201497,nogivenname,oreilly
4328,Male,31,White,Married-civ-spouse,Some-college,El-Salvador,Private,Transport-moving,<=50K,4895894,talia,rees
4329,Male,29,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,>50K,5928661,hamish,beams
4330,Female,22,White,Never-married,Bachelors,United-States,State-gov,Prof-specialty,<=50K,8214196,breony,webb
4331,Female,55,White,Divorced,HS-grad,United-States,Local-gov,Other-service,<=50K,5346441,george,snelling
4332,Male,43,White,Divorced,HS-grad,United-States,Private,Craft-repair,<=50K,7201701,georgia,reid
4333,Male,23,Other,Never-married,7th-8th,Mexico,Private,Farming-fishing,<=50K,2467275,jordan,paterson
4334,Male,29,White,Never-married,HS-grad,Mexico,Private,Adm-clerical,<=50K,9269850,harrison,mason
4335,Female,22,White,Never-married,Assoc-voc,Mexico,Private,Other-service,<=50K,6787650,ryan,wehr
4336,Male,22,White,Never-married,Some-college,United-States,Private,Sales,<=50K,4023866,shane,landau
4337,Male,25,White,Married-civ-spouse,HS-grad,United-States,Private,Exec-managerial,>50K,8872778,benjamin,matthews
4338,Male,29,White,Never-married,Some-college,United-States,Private,Machine-op-inspct,<=50K,2653664,ethan,ryan
4339,Male,25,Black,Never-married,Some-college,United-States,State-gov,Transport-moving,<=50K,3690427,kirra,bahnisch
4340,Female,33,White,Never-married,HS-grad,United-States,Federal-gov,Exec-managerial,<=50K,3231911,imogen,green
4341,Male,33,White,Never-married,Bachelors,United-States,Private,Prof-specialty,>50K,3846199,stephanie,baptist
4342,Female,31,White,Never-married,Doctorate,United-States,Private,Prof-specialty,<=50K,6254331,joel,londesborough
4343,Male,30,White,Married-civ-spouse,Masters,United-States,Local-gov,Prof-specialty,>50K,1897310,zane,webb
4344,Male,55,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,<=50K,4092093,jamie,hashemizadeh
4345,Male,36,White,Never-married,12th,United-States,Private,Exec-managerial,<=50K,1262608,oliver,bissett
4346,Male,28,White,Never-married,Bachelors,United-States,Private,Sales,>50K,2421676,jory,chandler
4347,Male,42,White,Married-civ-spouse,Masters,United-States,Private,Prof-specialty,>50K,7084722,talissa,macgowan
4348,Male,51,White,Divorced,Assoc-acdm,Germany,Private,Exec-managerial,<=50K,9001480,imogen,vincent
4349,Female,62,Black,Divorced,Bachelors,United-States,Local-gov,Prof-specialty,<=50K,7372274,aleesha,rashley
4350,Male,65,White,Married-civ-spouse,Some-college,United-States,Self-emp-inc,Sales,>50K,9545129,lushia,george
4351,Male,23,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,<=50K,8924972,zali,shepherd
4352,Male,47,Black,Married-civ-spouse,7th-8th,United-States,Private,Craft-repair,>50K,6464292,andrew,white
4353,Female,50,White,Divorced,HS-grad,United-States,Self-emp-inc,Exec-managerial,<=50K,5082521,ella,riddell
4354,Male,32,White,Married-civ-spouse,Bachelors,United-States,Self-emp-not-inc,Craft-repair,<=50K,2229267,paul,maksim
4355,Male,37,White,Married-civ-spouse,Some-college,United-States,Federal-gov,Machine-op-inspct,<=50K,4873584,emiily,boulter
4356,Male,31,White,Never-married,HS-grad,United-States,Private,Craft-repair,>50K,8884850,jye,humberdross
4357,Female,76,Black,Widowed,10th,United-States,Private,Sales,<=50K,4392990,jarryd,george
4358,Female,54,Black,Divorced,Bachelors,United-States,Private,Sales,<=50K,1984934,john,coxon
4359,Male,32,White,Married-civ-spouse,Bachelors,United-States,Federal-gov,Prof-specialty,>50K,5035246,dylan,yen
4360,Female,31,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K,4887764,benjamin,moody
4361,Male,31,White,Divorced,Bachelors,United-States,Federal-gov,Protective-serv,>50K,8877669,clain,jeffries
4362,Male,65,White,Divorced,Prof-school,United-States,Self-emp-not-inc,Prof-specialty,<=50K,6012074,lachlan,ricard
4363,Male,30,White,Married-civ-spouse,HS-grad,Ireland,Private,Machine-op-inspct,>50K,9610572,dylan,covino
4364,Female,21,White,Never-married,Some-college,United-States,Private,Prof-specialty,<=50K,3509302,sienna,adhikari
4365,Male,40,Asian-Pac-Islander,Married-civ-spouse,Masters,Philippines,Federal-gov,Tech-support,>50K,8604811,izaac,stubbs
4366,Female,26,White,Never-married,Some-college,United-States,State-gov,Craft-repair,<=50K,7197883,alexandra,zolyniak
4367,Female,18,White,Never-married,11th,United-States,Private,Other-service,<=50K,6195510,lauren,ryan
4368,Male,34,White,Married-civ-spouse,HS-grad,United-States,Local-gov,Other-service,<=50K,3012627,alexander,crouch
4369,Male,44,White,Never-married,Some-college,United-States,Self-emp-not-inc,Farming-fishing,<=50K,4210560,matthew,ryan
4370,Female,30,White,Never-married,Assoc-acdm,United-States,Private,Tech-support,<=50K,4302323,dylan,robson
4371,Male,36,White,Never-married,Bachelors,United-States,Self-emp-not-inc,Craft-repair,<=50K,5624716,dakota,jeffries
4372,Male,31,White,Married-civ-spouse,Some-college,United-States,Private,Prof-specialty,>50K,9384648,zali,clutterbuck
4373,Male,22,White,Never-married,Some-college,United-States,Private,Sales,<=50K,7259553,hannah,mason
4374,Male,23,Asian-Pac-Islander,Never-married,HS-grad,United-States,Private,Sales,<=50K,9508340,madison,warneke
4375,Male,49,White,Married-civ-spouse,Masters,United-States,Private,Exec-managerial,>50K,4837521,charlie,thorpe
4376,Male,39,White,Separated,Bachelors,United-States,Self-emp-not-inc,Craft-repair,<=50K,9577264,harry,mason
4377,Male,19,White,Never-married,Some-college,United-States,Private,Handlers-cleaners,<=50K,1086821,luke,trenerry
4378,Male,30,White,Married-civ-spouse,Assoc-acdm,United-States,Private,Exec-managerial,>50K,8128223,ruby,beattie
4379,Female,25,Asian-Pac-Islander,Never-married,Some-college,Cambodia,Private,Craft-repair,<=50K,1176207,jack,salt
4380,Male,46,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K,9865461,pakita,scarce
4381,Male,37,White,Married-civ-spouse,Masters,United-States,Private,Prof-specialty,<=50K,3176931,isobel,campbell
4382,Male,41,White,Married-civ-spouse,HS-grad,United-States,Federal-gov,Other-service,<=50K,8091055,mackenzie,reid
4383,Male,40,White,Married-civ-spouse,Some-college,United-States,Self-emp-not-inc,Prof-specialty,<=50K,9643284,imogen,rees
4384,Female,44,White,Divorced,HS-grad,United-States,Private,Adm-clerical,<=50K,1579290,robert,tiller
4385,Male,32,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K,2536498,zack,novak
4386,Male,58,Black,Married-civ-spouse,HS-grad,United-States,Private,Handlers-cleaners,>50K,2621570,imogen,alderson
4387,Male,48,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K,5479529,amelia,millar
4388,Male,34,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,<=50K,2562045,tanyshah,jolly
4389,Female,29,Black,Never-married,Assoc-voc,United-States,Private,Adm-clerical,<=50K,6983162,isaac,white
4390,Male,46,White,Married-civ-spouse,Bachelors,United-States,Self-emp-inc,Sales,>50K,2339019,hannah,witkin
4391,Male,36,Asian-Pac-Islander,Never-married,HS-grad,United-States,Local-gov,Transport-moving,<=50K,8287398,kasey,jolly
4392,Male,59,White,Never-married,Bachelors,United-States,Local-gov,Adm-clerical,<=50K,3139543,lachlan,shepherd
4393,Male,29,White,Married-civ-spouse,12th,Mexico,Private,Transport-moving,<=50K,1850361,samantha,bellon
4394,Male,25,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K,3818774,ethan,reuter
4395,Female,27,Asian-Pac-Islander,Never-married,Assoc-acdm,Philippines,Private,Other-service,<=50K,7860148,annabel,farndell
4396,Male,48,White,Married-civ-spouse,HS-grad,United-States,Private,Farming-fishing,<=50K,7251588,charlie,cure
4397,Female,51,White,Never-married,Doctorate,United-States,Federal-gov,Prof-specialty,>50K,7191959,alexandra,hyland
4398,Male,36,White,Divorced,HS-grad,United-States,Private,Transport-moving,>50K,2561584,jock,loukes
4399,Male,42,White,Divorced,11th,Puerto-Rico,Local-gov,Sales,>50K,8889937,james,laverty
4400,Male,49,White,Married-civ-spouse,Bachelors,United-States,State-gov,Adm-clerical,>50K,3431616,dylan,landau
4401,Male,33,White,Never-married,Some-college,United-States,Private,Tech-support,<=50K,6653129,isabella,everett
4402,Male,40,White,Divorced,Bachelors,United-States,Private,Sales,>50K,8114472,luke,dixon
4403,Female,26,White,Never-married,Bachelors,United-States,Private,Prof-specialty,<=50K,8727753,danielle,moody
4404,Male,59,White,Married-civ-spouse,HS-grad,Italy,Private,Machine-op-inspct,<=50K,8436523,jack,couzens
4405,Female,30,White,Never-married,HS-grad,United-States,Private,Adm-clerical,<=50K,4621716,emiily,white
4406,Female,31,White,Married-civ-spouse,Assoc-acdm,United-States,Local-gov,Adm-clerical,<=50K,6888097,kyle,miles
4407,Male,30,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K,9627876,courtney,petersen
4408,Female,27,White,Never-married,Bachelors,United-States,Private,Exec-managerial,<=50K,6098354,liam,kayvas
4409,Female,56,White,Divorced,Assoc-acdm,United-States,Private,Adm-clerical,<=50K,3568632,nicola,leonardi
4410,Male,24,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K,7889345,pearson,ryan
4411,Female,47,White,Divorced,Bachelors,United-States,Private,Sales,<=50K,5986644,ellie,green
4412,Male,51,Black,Never-married,Bachelors,United-States,Private,Prof-specialty,<=50K,3323170,dylan,compton
4413,Male,34,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K,8496716,mollie,berry
4414,Male,47,Black,Divorced,HS-grad,United-States,Private,Other-service,<=50K,5412397,joel,campbell
4415,Male,47,White,Married-civ-spouse,Some-college,United-States,Private,Adm-clerical,>50K,2222450,julia,velzeboer
4416,Female,20,Asian-Pac-Islander,Never-married,Some-college,Vietnam,Private,Adm-clerical,<=50K,4467228,samuel,crofts
4417,Female,31,White,Divorced,11th,United-States,Private,Other-service,<=50K,1214735,annabelle,nosurname
4418,Female,42,White,Divorced,Assoc-voc,United-States,Private,Other-service,<=50K,8840510,matthew,carbone
4419,Male,52,White,Married-spouse-absent,5th-6th,Mexico,Private,Craft-repair,<=50K,5609345,hayley,stephenson
4420,Female,56,White,Widowed,HS-grad,United-States,Private,Adm-clerical,<=50K,2652077,charlotte,hathaway
4421,Male,53,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,>50K,3116298,macormack,campbell
4422,Male,26,White,Married-civ-spouse,Some-college,United-States,Private,Sales,>50K,8579616,mikhayla,dennes
4423,Female,81,White,Divorced,Some-college,United-States,Private,Adm-clerical,<=50K,3790542,jack,noble
4424,Male,57,White,Divorced,Some-college,United-States,Federal-gov,Prof-specialty,>50K,1480851,jordan,godfrey
4425,Female,34,White,Never-married,HS-grad,United-States,Private,Adm-clerical,<=50K,1628855,aliza,lloydd-wright
4426,Female,24,Black,Never-married,Assoc-voc,United-States,Private,Tech-support,<=50K,5970471,amber,dudley
4427,Male,20,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K,2348791,harry,blake
4428,Female,68,Black,Divorced,Some-college,United-States,Federal-gov,Adm-clerical,<=50K,3207379,jasmyn,white
4429,Female,60,White,Separated,HS-grad,United-States,Private,Sales,<=50K,2532680,james,nosurname
4430,Male,37,White,Married-civ-spouse,Some-college,United-States,Federal-gov,Craft-repair,<=50K,8658470,max,stanley
4431,Male,25,White,Never-married,7th-8th,United-States,Private,Handlers-cleaners,<=50K,2073967,james,reid
4432,Male,36,White,Married-civ-spouse,HS-grad,United-States,Federal-gov,Adm-clerical,<=50K,6791213,lewis,hursey
4433,Male,45,White,Married-civ-spouse,Assoc-acdm,United-States,Private,Craft-repair,<=50K,8895395,nogivenname,della-verde
4434,Male,34,White,Married-civ-spouse,Some-college,United-States,Private,Exec-managerial,>50K,6897463,emiily,hingston
4435,Female,31,White,Separated,Bachelors,United-States,Private,Exec-managerial,<=50K,7047460,jesse,sarnyai
4436,Male,47,White,Married-civ-spouse,Bachelors,United-States,Self-emp-not-inc,Farming-fishing,<=50K,5827434,angelina,wheatley
4437,Male,60,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Craft-repair,>50K,1973270,catherine,david
4438,Male,75,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,<=50K,2839312,william,webb
4439,Male,43,White,Married-civ-spouse,Some-college,United-States,Local-gov,Protective-serv,<=50K,5178030,jake,tweedie
4440,Male,18,White,Never-married,HS-grad,United-States,Private,Handlers-cleaners,<=50K,8976049,angelica,domkus
4441,Female,25,Asian-Pac-Islander,Never-married,Bachelors,Philippines,Private,Tech-support,<=50K,5540614,joshua,dixon
4442,Female,20,White,Never-married,HS-grad,United-States,Private,Adm-clerical,<=50K,7286272,jack,raward
4443,Female,32,White,Never-married,HS-grad,United-States,Private,Sales,<=50K,9287185,lilly,sorn
4444,Male,57,White,Married-civ-spouse,Bachelors,United-States,Self-emp-inc,Exec-managerial,<=50K,2630363,jackson,herbert
4445,Male,43,White,Married-civ-spouse,Some-college,United-States,Private,Transport-moving,>50K,7031748,braiden,parr
4446,Male,18,White,Never-married,HS-grad,United-States,Self-emp-not-inc,Farming-fishing,<=50K,2016540,finn,hoang
4447,Female,41,Black,Separated,Bachelors,United-States,Local-gov,Prof-specialty,<=50K,2801474,samantha,barre
4448,Male,48,White,Never-married,HS-grad,Dominican-Republic,Private,Machine-op-inspct,<=50K,6959840,aiden,thorpe
4449,Male,35,White,Married-civ-spouse,HS-grad,United-States,Private,Transport-moving,>50K,3517894,catherine,gawthrop
4450,Male,41,White,Married-civ-spouse,Assoc-voc,United-States,State-gov,Exec-managerial,<=50K,2274401,isabella,block
4451,Female,23,Black,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K,3652195,taylah,polak
4452,Male,32,White,Married-civ-spouse,Bachelors,United-States,State-gov,Protective-serv,>50K,7729842,adele,morrison
4453,Male,33,White,Never-married,HS-grad,El-Salvador,Private,Craft-repair,<=50K,6686589,joshua,carmody
4454,Male,58,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K,4903149,harry,gully
4455,Male,22,White,Never-married,Some-college,United-States,Private,Sales,<=50K,2933121,joshua,fitzpatrick
4456,Female,33,White,Divorced,Some-college,United-States,Private,Other-service,<=50K,9940324,georgia,browne
4457,Male,42,White,Married-civ-spouse,Prof-school,United-States,Self-emp-not-inc,Prof-specialty,>50K,1391870,georgia,demetriou
4458,Female,25,White,Never-married,HS-grad,United-States,Private,Adm-clerical,<=50K,3468552,zane,campbell
4459,Male,39,White,Married-civ-spouse,HS-grad,United-States,Private,Prof-specialty,>50K,8543795,monique,green
4460,Male,35,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,>50K,8000924,connor,petrillo
4461,Female,50,White,Married-civ-spouse,Some-college,United-States,Private,Adm-clerical,>50K,4721073,jasmine,ryan
4462,Male,49,White,Married-civ-spouse,Masters,United-States,Local-gov,Exec-managerial,>50K,9178151,molly,hannagan
4463,Male,25,White,Never-married,Bachelors,United-States,Local-gov,Prof-specialty,<=50K,2978402,kayden,hochuli
4464,Female,47,Black,Divorced,Some-college,United-States,Federal-gov,Adm-clerical,<=50K,1449566,jack,carbone
4465,Female,46,White,Married-civ-spouse,Some-college,United-States,Private,Exec-managerial,>50K,4631516,joshua,browne
4466,Male,42,Black,Divorced,Assoc-acdm,United-States,State-gov,Prof-specialty,<=50K,7030512,jake,clarke
4467,Male,37,White,Never-married,11th,United-States,Private,Transport-moving,>50K,5648189,indiana,goode
4468,Male,25,White,Never-married,Bachelors,Mexico,Private,Craft-repair,<=50K,1298044,ambrosia,samplton
4469,Male,29,White,Married-civ-spouse,10th,United-States,Private,Craft-repair,<=50K,9749288,jasmine,rundle
4470,Male,26,White,Never-married,Some-college,United-States,Private,Sales,<=50K,9034172,tristan,green
4471,Male,45,White,Married-civ-spouse,Bachelors,United-States,Self-emp-inc,Exec-managerial,>50K,1315964,william,portors
4472,Female,34,White,Separated,HS-grad,United-States,Private,Exec-managerial,<=50K,9906150,jenna,burleigh
4473,Female,33,Black,Never-married,Assoc-acdm,United-States,Federal-gov,Adm-clerical,<=50K,2790792,alicia,lenartowicz
4474,Male,43,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K,9760969,thomas,webb
4475,Male,28,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K,5911934,jack,fitzpatrick
4476,Male,51,White,Married-civ-spouse,Some-college,United-States,Self-emp-not-inc,Farming-fishing,<=50K,6853689,aidan,bradshaw
4477,Female,21,White,Never-married,Some-college,United-States,Private,Other-service,<=50K,1819847,kailey,stubbs
4478,Female,23,White,Never-married,Assoc-acdm,United-States,Private,Other-service,<=50K,7320684,emiily,maida
4479,Female,30,White,Never-married,HS-grad,United-States,Private,Tech-support,<=50K,6991931,lilly,millar
4480,Male,46,White,Married-civ-spouse,Masters,United-States,Private,Exec-managerial,>50K,3343445,zachary,brain
4481,Male,38,White,Never-married,HS-grad,United-States,Self-emp-inc,Farming-fishing,<=50K,7207945,jayden,gazzola
4482,Male,20,White,Never-married,HS-grad,United-States,Private,Sales,<=50K,4620080,hayden,stapley
4483,Male,36,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,>50K,2816217,emiily,campbell
4484,Male,37,White,Married-civ-spouse,Prof-school,United-States,Self-emp-not-inc,Prof-specialty,>50K,6849394,tyler,siviour
4485,Male,44,White,Never-married,Masters,United-States,Local-gov,Prof-specialty,<=50K,8790959,kimberly,coleman
4486,Male,33,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,>50K,2340041,emiily,millar
4487,Male,45,White,Never-married,Bachelors,United-States,Local-gov,Exec-managerial,<=50K,8125144,bryce,morrison
4488,Male,47,White,Married-civ-spouse,Some-college,United-States,Private,Craft-repair,<=50K,3623767,robert,etherington
4489,Male,54,Asian-Pac-Islander,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,>50K,5214389,brigette,rankine
4490,Male,17,White,Never-married,10th,United-States,Private,Other-service,<=50K,1634109,april,nguyen
4491,Female,43,White,Married-civ-spouse,HS-grad,Portugal,Private,Exec-managerial,>50K,2026502,natalia,gilles
4492,Female,45,White,Widowed,Bachelors,United-States,Private,Prof-specialty,>50K,7140664,tristan,mckinnell
4493,Female,37,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K,8231850,kydan,siviour
4494,Male,44,White,Married-civ-spouse,Assoc-voc,United-States,Local-gov,Craft-repair,>50K,6388140,paige,webb
4495,Female,55,White,Widowed,Masters,United-States,Local-gov,Prof-specialty,<=50K,3187789,emiily,kutschki
4496,Male,41,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K,1600754,katie,kerslake
4497,Female,23,White,Never-married,Bachelors,United-States,Private,Adm-clerical,<=50K,5036866,caleb,bersable
4498,Female,38,Black,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K,4962368,adam,hingston
4499,Female,23,White,Never-married,Bachelors,Cuba,Private,Handlers-cleaners,<=50K,6664660,harvey,webb
4500,Male,35,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,>50K,7649261,lucy,drought
4501,Male,18,White,Never-married,11th,United-States,Private,Exec-managerial,<=50K,3088000,hana,dudley
4502,Male,47,White,Married-civ-spouse,Assoc-voc,United-States,Private,Other-service,<=50K,1514534,lachlan,cicconi
4503,Female,25,White,Never-married,Some-college,United-States,Private,Prof-specialty,<=50K,8184905,channing,richardon
4504,Male,41,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Exec-managerial,<=50K,3039182,jaime,whisson
4505,Female,23,Asian-Pac-Islander,Never-married,Some-college,Vietnam,Private,Adm-clerical,<=50K,6747384,isabelle,thorpe
4506,Female,41,White,Married-civ-spouse,HS-grad,United-States,Private,Adm-clerical,<=50K,4419884,taylor,nosurname
4507,Male,26,White,Married-civ-spouse,Some-college,United-States,Private,Exec-managerial,<=50K,4044906,keira,lowe
4508,Male,30,White,Never-married,Some-college,United-States,Local-gov,Adm-clerical,<=50K,6671690,kaitlyn,dreckow
4509,Male,42,White,Married-civ-spouse,Some-college,United-States,Private,Sales,>50K,3335374,aleisha,lowe
4510,Female,35,White,Divorced,HS-grad,United-States,Private,Exec-managerial,<=50K,4818906,joel,warneke
4511,Female,29,White,Separated,Some-college,United-States,Private,Tech-support,<=50K,7280280,alex,clarke
4512,Female,21,White,Married-spouse-absent,Some-college,United-States,Private,Adm-clerical,<=50K,6425281,phoebe,millar
4513,Male,48,White,Divorced,Masters,United-States,State-gov,Prof-specialty,>50K,2342666,sophie,dakin
4514,Male,44,White,Divorced,HS-grad,United-States,Self-emp-not-inc,Transport-moving,<=50K,3792626,abbey,paine
4515,Male,34,White,Never-married,9th,United-States,Local-gov,Other-service,<=50K,2531438,sophie,mason
4516,Female,19,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K,5394712,ashlie,vavic
4517,Male,32,White,Divorced,Some-college,United-States,Private,Craft-repair,>50K,3865428,andrew,iovino
4518,Female,31,Black,Separated,Assoc-acdm,United-States,State-gov,Other-service,<=50K,4052512,nicholas,hoyland
4519,Male,25,White,Married-civ-spouse,HS-grad,United-States,Private,Handlers-cleaners,<=50K,9048094,talia,dhara
4520,Male,47,Black,Married-civ-spouse,HS-grad,United-States,Federal-gov,Adm-clerical,>50K,7611475,samantha,paterson
4521,Female,46,White,Widowed,11th,United-States,Federal-gov,Adm-clerical,<=50K,3226586,michael,webb
4522,Male,18,White,Never-married,12th,United-States,Private,Adm-clerical,<=50K,6578982,dylan,bullock
4523,Female,31,White,Married-civ-spouse,Some-college,United-States,Private,Adm-clerical,<=50K,6588394,aidyn,eisner
4524,Female,28,White,Married-civ-spouse,HS-grad,United-States,State-gov,Adm-clerical,<=50K,4414033,sophie,masolatti
4525,Male,38,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,>50K,1436628,tiarna,harrington
4526,Male,33,White,Married-civ-spouse,HS-grad,United-States,Self-emp-inc,Craft-repair,>50K,8036732,elizabeth,asche
4527,Male,41,White,Married-civ-spouse,Assoc-voc,United-States,Private,Exec-managerial,>50K,5166554,olivia,iacopetta
4528,Male,46,White,Married-civ-spouse,Some-college,United-States,Private,Sales,>50K,1171524,abii,hedaux
4529,Male,38,White,Married-civ-spouse,Some-college,United-States,Local-gov,Prof-specialty,<=50K,8619374,logan,green
4530,Male,24,White,Never-married,Bachelors,United-States,Private,Sales,<=50K,4224901,jenna,goode
4531,Male,49,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,>50K,3093917,juliana,dingo
