ID,sex,age,race,marital-status,education,native-country,workclass,occupation,salary-class,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,soc_sec_id
4996,Female,28,White,Never-married,Bachelors,El-Salvador,Private,Adm-clerical,<=50K,brodee,lattn,8,magenta square,cannondle,rockdlae,4750,nsw,2547653
4997,Female,45,White,Divorced,HS-grad,United-States,Private,Craft-repair,<=50K,daiele,mcdoald,10,onala street,noaddresstwo,northcote,4077,bswkb,5942584
4998,Female,32,White,Married-civ-spouse,Assoc-voc,United-States,Private,Adm-clerical,<=50K,bailey,rayner,6,agonis close,manningham,broadmeadows,3222,vic,3100373
4999,Male,44,White,Married-civ-spouse,Bachelors,United-States,Private,Craft-repair,<=50K,rebekah,gribika,5,forbesltseet,noaddresstwo,bossley park,2315,vic,9360613
5000,Male,55,White,Married-civ-spouse,HS-grad,United-States,Private,Prof-specialty,>50K,joshua,summers,0,tyrrell circuit,noaddresstwo,salisbury downs,2558,qld,3317536
5001,Male,34,White,Married-civ-spouse,Some-college,United-States,Private,Adm-clerical,>50K,molly,welbourne,78,antill street,mt olive,narre warren,2122,nsw,2125201
5002,Male,33,White,Married-civ-spouse,Masters,United-States,Private,Prof-specialty,>50K,aliwce,loftus,2,gndulu place,kimberley stn,west end,2470,pvic,2407712
5003,Male,36,White,Never-married,Bachelors,United-States,Private,Exec-managerial,<=50K,natalie,street,4,dash crescent,noaddresstwo,tugun,2137,act,7487250
5004,Female,25,White,Never-married,HS-grad,United-States,Private,Adm-clerical,<=50K,madelyn,gilbey,3,chuculba crescent,noaddresstwo,arundwl,2852,viv,4471430
5005,Male,28,White,Never-married,Bachelors,United-States,Private,Sales,<=50K,seth,robert,77,covintgon crescent,jerowen park-pahl road,narre warern,2163,vic,5580308
5006,Male,39,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,>50K,aimee,lamont,25,marrett street,noaddresstwo,chermside west,3135,vic,2392150
5007,Female,53,White,Married-spouse-absent,10th,Columbia,Private,Machine-op-inspct,<=50K,ben,pervical,107,absolon place,noaddresstwo,mount hutton,3130,vic,3454292
5008,Female,47,Amer-Indian-Eskimo,Divorced,HS-grad,United-States,Private,Exec-managerial,<=50K,talih,parkinsone,10,knox sberet,noaddresstwo,gymbpie,5132,qld,6823318
5009,Male,49,White,Divorced,Assoc-voc,United-States,Self-emp-inc,Exec-managerial,<=50K,charlotte,burness,38,sherwood garden,noaddresstwo,maroubra,4702,qld,8529842
5010,Male,22,Amer-Indian-Eskimo,Never-married,HS-grad,United-States,Private,Handlers-cleaners,<=50K,rhhs,millinveton,4,scarleft street,noaddresstwo,cobram,4221,vic,6489290
5011,Male,31,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K,mitchell,sinnrtg,5,clamp place,noaddressto,mururmb downs,2705,nstate,1867134
5012,Male,44,White,Divorced,Some-college,United-States,Self-emp-inc,Other-service,<=50K,joel,aibara,2,forbes street,noaddresstwo,orange,2620,nsw,5276105
5013,Male,19,White,Never-married,HS-grad,United-States,Private,Prof-specialty,<=50K,finn,jones,9999,postle circuit,noaddresstwo,brighton,3109,qld,2106326
5014,Male,37,White,Divorced,HS-grad,United-States,Self-emp-not-inc,Craft-repair,<=50K,ekenor,rymil,253,noaddressone,riverlea,dodges ferry,2794,nsw,1247019
5015,Male,23,White,Never-married,Some-college,United-States,Private,Handlers-cleaners,<=50K,lotyy,rasmo,55,earlesplace,noaddresstwo,denilnuin,3465,vic,5147784
5016,Male,44,White,Married-civ-spouse,Prof-school,United-States,Private,Prof-specialty,>50K,samanhta,pillig,85,kinghajqplace,noaddresstwo,touely,0nan,vi,3687098
5017,Female,54,White,Married-civ-spouse,HS-grad,United-States,Local-gov,Other-service,<=50K,seth,guest,5,agonis close,noaddresstwo,williamstown,2162,vic,6986017
5018,Male,23,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K,sarah,cagney,18,jaques place,noaddresstwo,high wycombe,6062,qld,4123997
5019,Female,21,White,Never-married,Some-college,United-States,Private,Other-service,<=50K,dominic,trevelyan,46,cambridge street,springside,dulwich hill,5086,qld,6431417
5020,Male,19,White,Never-married,Some-college,United-States,State-gov,Prof-specialty,<=50K,jackson,pooel,105,luehmanhstreet,noaddresstwo,manly va le,2620,sa,8225407
5021,Male,51,White,Married-civ-spouse,Bachelors,United-States,Private,Craft-repair,>50K,bayly,green,4,oulden court,noaddresstwo,strathpine,6052,vci,6734891
5022,Male,41,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K,jesscia,tsuart,28,onaddressone,noaddresstwo,waterloo,2250,nsw,4236399
5023,Male,61,White,Married-civ-spouse,Some-college,United-States,Private,Tech-support,>50K,lukes,wad,12,everard lpace,noaddresstwo,hay,2240,nsw,7924524
5024,Female,19,Amer-Indian-Eskimo,Married-spouse-absent,10th,United-States,Self-emp-not-inc,Adm-clerical,<=50K,micbel,brooks,295,meehan ga rden,oaddresstwo,braypraks,3977,sa,8565956
5025,Male,22,White,Never-married,Bachelors,United-States,Private,Sales,<=50K,tayla,gaylard,44,saggers close,noaddresstwo,pascoe vale,3107,nsw,7994201
5026,Female,22,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K,jack,mccreight,20,boldrewood street,figtree gardens caravn park,west pennant hills,4883,qld,7454496
5027,Male,49,White,Married-civ-spouse,7th-8th,United-States,Private,Prof-specialty,<=50K,alexandra,tiffin,33,barraclough crescent,noaddresstwo,casula,5159,sa,3636539
5028,Male,35,White,Divorced,10th,United-States,Private,Machine-op-inspct,<=50K,joshua,o'connor,15,cadell street,noaddresstwo,denman,7019,wa,6774531
5029,Male,38,White,Married-civ-spouse,Some-college,United-States,Private,Sales,<=50K,timaar,lush,22,becke place,noaddresstwo,oxleye vale,6066,ndsw,5869170
5030,Male,29,White,Married-civ-spouse,HS-grad,United-States,Private,Prof-specialty,>50K,james,moloney,27,gallagher street,liscombepools,banksia beach,3844,wa,5595268
5031,Male,56,White,Married-civ-spouse,Assoc-voc,United-States,Private,Craft-repair,>50K,amy,price,34,mclarty court,noadresstwo,yarravilel,6210,nostaet,5226614
5032,Female,41,White,Divorced,Some-college,United-States,Private,Exec-managerial,<=50K,tsn,clarq,43,noaddressone,chase farm,st albans,4032,vic,6439855
5033,Male,62,White,Married-civ-spouse,Masters,United-States,Self-emp-inc,Sales,>50K,amy,lunn,49,oxley atreet,cacia downs,nhill,2023,nyw,2660096
5034,Male,27,White,Never-married,HS-grad,Japan,Private,Protective-serv,<=50K,daniel,gosrper,51,nottingevourt,queens college,laneicove,3043,vic,5094170
5035,Male,25,White,Never-married,HS-grad,United-States,Private,Sales,<=50K,nicholas,campbell,21,thurlow place,noaddresstwo,robina,2775,tas,2681821
5036,Male,33,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,>50K,kristo,gilchrist,33,rule street,locn 341,clontarf,6062,vic,8664523
5037,Female,26,White,Never-married,HS-grad,United-States,Private,Adm-clerical,<=50K,nogivenname,collass,280,fulton street,noaddresstwo,toorak,2450,vioc,7025480
5038,Male,43,White,Divorced,HS-grad,United-States,Private,Machine-op-inspct,<=50K,shaon,lehmznn,35,curron xztreet,noaddresstwo,springfiled,6168,nostate,7863724
5039,Male,53,White,Married-civ-spouse,Masters,United-States,Federal-gov,Adm-clerical,>50K,aimd,lamont,277,marrett street,noaddresstwo,chermside west,3135,vic,2392150
5040,Female,43,White,Divorced,Bachelors,United-States,Private,Other-service,<=50K,chloe,turner,36,campaspe circuit,noaddresstwo,cremorne,3030,nostate,9731130
5041,Male,56,White,Divorced,HS-grad,United-States,Private,Craft-repair,<=50K,aleaxnder,nicols,1,john clelrhd cfescent,noaddresstwo,singleotnmheights,0200,nsjr,1606870
5042,Male,25,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,<=50K,quinn,winning,19,enid lorimer circuit,noaddresstwo,lilli pilli,4850,nsw,1081331
5043,Male,60,Black,Divorced,Masters,United-States,Private,Prof-specialty,<=50K,matisse,wise,23,barnett close,otterbourne,st clair,6525,nsw,9415090
5044,Female,28,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K,lewis,rajkovic,2,gurubun close,noaddresstwo,como,2041,nsw,7219424
5045,Male,21,White,Never-married,HS-grad,Mexico,Private,Machine-op-inspct,<=50K,victoria,mcveity,55,hayward street,noaddresstwo,whitfield,6306,nostate,5428206
5046,Female,40,Black,Never-married,Bachelors,United-States,Private,Adm-clerical,<=50K,indyana,osborne,58,john cleland crescent,noaddresstwo,hillside,2067,vic,3214398
5047,Male,29,Black,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K,natqloa,tostevin,2,bullockgcijrcuit,noaddresstwo,griffith,4809,nostate,6935035
5048,Female,20,White,Never-married,Some-college,United-States,Private,Craft-repair,<=50K,hannah,james-martin,57,bamrbidebe astreet,noaddresstwo,zglen waverley,2190,ic,1424954
5049,Male,25,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,>50K,reece,arruzza,69,cowdery plaec,noddresstwo,millcient,5109,nsw,8057798
5050,Female,18,White,Never-married,11th,United-States,Private,Sales,<=50K,alysha,hansen,2420,collingridge street,noaddresstwo,mitcham,3134,nsw,8975406
5051,Male,32,White,Married-civ-spouse,Assoc-acdm,United-States,State-gov,Other-service,<=50K,jowhua,nosurname,5,gye place,lesaileen,lavijxbatzn,2430,vic,1146205
5052,Male,27,Other,Never-married,1st-4th,Dominican-Republic,Private,Other-service,<=50K,lachlan,spriggs,1,loban court,noaddresstwo,tilba ilba,2166,nostate,2504232
5053,Female,48,White,Widowed,HS-grad,United-States,Private,Machine-op-inspct,<=50K,leah,scheider,82,ingamelvls street,glen hay,invermay,2280,vci,4347214
5054,Female,20,White,Never-married,Some-college,United-States,Private,Sales,<=50K,rebecca,brown,18,lucy gullett circuit,noaddresstwo,oxenford,2611,nsw,2458333
5055,Female,55,White,Divorced,HS-grad,England,Private,Sales,<=50K,natalee,powwi,62,brooklands road,noaddresstwo,alexandra hills,3057,nostate,7659128
5056,Female,33,White,Never-married,Bachelors,United-States,Local-gov,Prof-specialty,>50K,thomas,garlick,609,sheaffe street,rowethorpe,upper coomera,4751,nostate,3916801
5057,Female,21,White,Never-married,Some-college,United-States,State-gov,Adm-clerical,<=50K,yasmin,ricci,96,sollyq pace,noaddresstwo,westcliffe,4515,act,3485054
5058,Male,43,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Craft-repair,<=50K,nogivenname,henkel,6,guthridge crescent,noaddresstwo,warwick,3193,vic,5821459
5059,Male,35,White,Married-civ-spouse,Some-college,United-States,Private,Machine-op-inspct,<=50K,lahcln,easnr,42,tseymour place,noaddresstwo,girraween,4020,qld,2625952
5060,Male,39,White,Married-civ-spouse,Bachelors,United-States,Local-gov,Prof-specialty,>50K,jessica,potter,2,arakoon crescent,plan 1340,maroochydore,5068,sa,9120396
5061,Female,19,Asian-Pac-Islander,Never-married,HS-grad,United-States,Private,Sales,<=50K,mathew,dozf,7,spafforc ce escent,noaddresstwo,rockhampton,4503,nostate,4132188
5062,Female,25,Black,Never-married,HS-grad,United-States,Private,Other-service,<=50K,claire,stepancic,27,michie street,noaddresstwo,greenacre,2651,vic,8179393
5063,Male,44,White,Married-civ-spouse,Some-college,United-States,Private,Transport-moving,>50K,sarah,camplin,1,vidal watreet,stedmoor,denililquin,2431,nt,9473704
5064,Male,27,White,Never-married,Assoc-acdm,United-States,Private,Craft-repair,<=50K,shelbey,greco,14,bubury street,noaddresstwo,warooan,2135,xvic,8044171
5065,Female,39,White,Married-civ-spouse,HS-grad,United-States,Private,Adm-clerical,>50K,raquel,manser,9,massey street,noaddresstwo,mount gambier,6020,qld,6573284
5066,Male,69,White,Never-married,10th,United-States,Private,Craft-repair,<=50K,frsesr,shertock,12,weigall place,wenworth,balwyn north,5277,nostate,3749550
5067,Female,34,Asian-Pac-Islander,Never-married,Bachelors,Philippines,Private,Exec-managerial,<=50K,isabella,walsh,344,biffin street,noaddresstwo,warnbro,7213,nsw,2513375
5068,Female,37,White,Separated,5th-6th,United-States,Private,Other-service,<=50K,aidan,trowbrkdge,15,hallstromecircuit,noaddresstwo,north rbdothbury,6065,qld,4372265
5069,Female,43,White,Divorced,Bachelors,United-States,Local-gov,Prof-specialty,<=50K,benjamin,edwards,27,macdowell street,grevillia sawmill,windaroo,3219,act,2669609
5070,Female,34,Black,Married-civ-spouse,Masters,United-States,State-gov,Prof-specialty,>50K,madison,sierp,141,dunstan street,donside,balaclava,4350,wa,4383839
5071,Male,31,White,Married-civ-spouse,Some-college,United-States,Self-emp-not-inc,Machine-op-inspct,<=50K,helby,sanyal,17,banambila strete,noaddresstwo,inverell,4221,sa,8133183
5072,Female,42,White,Divorced,Doctorate,United-States,State-gov,Prof-specialty,>50K,jadd,mattner,30,andersosy srreet,noaddresstwo,tuncurry,6018,vic,1487729
5073,Female,26,White,Divorced,HS-grad,United-States,Private,Sales,<=50K,connor,dodsn,106,douglas place,noadrdesstwo,loganholme,2204,wa,8276143
5074,Female,39,White,Separated,Some-college,United-States,Private,Other-service,<=50K,emiily,rees,11,duffy street,willow view,narre warren south,2617,vic,8363737
5075,Male,25,White,Never-married,Bachelors,United-States,Private,Other-service,<=50K,connor,atkins,41,lumeah street,noaddresstwo,cockatoo,2016,vic,5103904
5076,Male,54,Black,Married-civ-spouse,Some-college,United-States,Local-gov,Transport-moving,<=50K,calum,drennan,180,idennis street,noaddresstwo,launceston sozuth,3136,qld,6591721
5077,Male,44,White,Married-civ-spouse,Masters,United-States,State-gov,Prof-specialty,>50K,alexis,krnng,3,kangaro bfourt,villa2,merimbula,2650,nsw,1831430
5078,Male,34,White,Married-civ-spouse,Masters,United-States,State-gov,Prof-specialty,>50K,absey,sommers,0,kauper rdreet,noaddresstwo,nosuburb,6429,nostate,7619921
5079,Male,21,White,Never-married,Some-college,United-States,Self-emp-inc,Exec-managerial,<=50K,alysha,whittle,52,namatjira drive,reidy road,claymore,6056,act,5707416
5080,Male,33,White,Never-married,HS-grad,United-States,Private,Machine-op-inspct,<=50K,giaao,burr,8,mellor xmecuit,noaddresstwo,paddinwfton,3104,vic,6407959
5081,Female,40,White,Married-civ-spouse,Assoc-acdm,United-States,Self-emp-inc,Exec-managerial,>50K,nogivenname,black,81,heagneyj exrescent,noaddresstwo,gymeahay,4501,vic,8895291
5082,Male,44,White,Married-civ-spouse,Masters,United-States,Private,Exec-managerial,>50K,katelyn,trezise,22,demaine crescent,belmont bayview park,hoppers uossing,3983,vif,8587263
5083,Male,33,White,Divorced,Assoc-acdm,United-States,Local-gov,Protective-serv,<=50K,nogivenname,hutchinson,9,longmore crescent,noaddresstwo,surrey downs,2444,qld,8960693
5084,Male,21,White,Never-married,Some-college,United-States,Local-gov,Adm-clerical,<=50K,nicle,boyes,4,horburpy street,dunkirk,werribe,3305,tas,1041158
5085,Female,35,Black,Never-married,Bachelors,United-States,Self-emp-not-inc,Other-service,<=50K,sophie,robertson,441,dulverton street,vinelea,aberfoyle park,2143,nsw,8330319
5086,Male,43,White,Married-civ-spouse,Some-college,United-States,Private,Sales,>50K,shae,treloar,63,ranken place,noaddresstwo,fitzroy,2480,nsw,7936761
5087,Male,51,White,Married-civ-spouse,Masters,United-States,Local-gov,Prof-specialty,<=50K,briony,ballerini,37,aspinall street,leisure illage,ocogee,2508,vc,9454247
5088,Male,29,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K,brendan,paul,10,higinbotham street,noaddresstwo,wodonga west,2150,wa,7266938
5089,Male,51,Black,Separated,HS-grad,United-States,Local-gov,Protective-serv,<=50K,jack,goldberg,2,sharwood crescent,noaddresstwo,ashmore,5043,nsw,1631675
5090,Male,35,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,<=50K,sophie,sanders,12,pitcairn street,noaddresstwo,coburg,2643,nsw,1173236
5091,Male,18,White,Never-married,11th,United-States,Private,Sales,<=50K,dnaiel,hickey,10,morrison street,noaddresstwo,glednalough,6430,nswd,3547411
5092,Male,58,White,Married-civ-spouse,10th,United-States,Private,Craft-repair,<=50K,lillianna,ahovelo,9,carstensz street,noaddresstwo,bellambi,2200,sa,8837413
5093,Male,57,White,Married-civ-spouse,Some-college,United-States,Self-emp-inc,Exec-managerial,>50K,harry,brown,75,harper street,holbrook thoroughbreds,fremantle,4114,vic,2092654
5094,Female,19,White,Never-married,HS-grad,United-States,Private,Sales,<=50K,victoria,hill,8,clunies ross street,noaddresstwo,guildford,4225,qld,6937780
5095,Female,37,White,Separated,Some-college,United-States,Private,Other-service,<=50K,kyricoi,angus,38,steffanonorvircuit,noaddresstwo,nosuburb,4573,sa,2307475
5096,Male,38,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,<=50K,less,dobp,116,arroll street,noaddresstwo,myrtlebak,2641,nswk,7173150
5097,Female,45,White,Married-spouse-absent,Some-college,United-States,Private,Adm-clerical,<=50K,ella,isaac,4,wakefield garden,noaddresstwo,paddington,2119,vic,4601128
5098,Male,27,Asian-Pac-Islander,Married-civ-spouse,Some-college,Cambodia,Private,Prof-specialty,>50K,destynii,crole,3,wood place,noaddresstwo,seymour,3219,nsw,2561537
5099,Male,38,White,Married-civ-spouse,Some-college,United-States,Local-gov,Protective-serv,<=50K,chardles,hay clxk,44,clark close,raafa estate,emu ridge,5180,vix,3908655
5100,Male,30,White,Divorced,HS-grad,United-States,Private,Craft-repair,<=50K,jayden,stone,33,endeavour street,villa 17 henry kendall bayside,north parramatta,2197,qld,8413637
5101,Male,46,White,Married-civ-spouse,Bachelors,United-States,Private,Tech-support,<=50K,cononu,miller,23,charlton crescent,noaddresstwo,park chidnside,2259,nsw,6997448
5102,Male,60,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,>50K,thomas,hulsinga,15,william hudson crescent,noaddresstwo,tuart hill,2750,nostate,2586113
5103,Male,30,White,Separated,HS-grad,United-States,Private,Transport-moving,<=50K,keely,cooper,89,bacchus circuit,noaddresstwo,cedar grove,3109,nsw,6958747
5104,Male,47,Black,Married-civ-spouse,Some-college,United-States,Private,Craft-repair,>50K,nicola,burduc,25,werribee rjscent,noaddresstwo,south melbourne,3163,qodn,4627016
5105,Female,39,White,Never-married,Bachelors,United-States,Private,Exec-managerial,<=50K,dabidl,harrskon,284,noaddressone,noaddresstwo,northfield,2768,nsw,4781504
5106,Male,42,White,Married-civ-spouse,Some-college,United-States,Private,Craft-repair,>50K,cassandra,pamdan,9,bullock circuit,ntoaddresstwo,marangaroo,2032,sa,9592202
5107,Female,27,White,Divorced,Some-college,United-States,Private,Adm-clerical,<=50K,april,menz,59,myall street,noaddresstwo,hawthorn east,4006,sa,1342797
5108,Male,44,White,Divorced,Some-college,United-States,Private,Sales,<=50K,hannah,james-martin,53,bambridg estreet,villa 303,glen waverlye,2199,vnic,5255063
5109,Male,33,White,Married-civ-spouse,Bachelors,United-States,Private,Transport-moving,<=50K,emiily,knobben,16,vagabond crescent,police residence,sorell,2602,nostate,5658542
5110,Male,54,White,Never-married,Bachelors,United-States,Private,Exec-managerial,>50K,joshua,howard,49,elvire place,condah,eppinqg,2767,sa,7330858
5111,Male,58,White,Married-civ-spouse,Some-college,United-States,Self-emp-not-inc,Farming-fishing,<=50K,andrew,stewart,40,hickory fla,bwellbird,wendouree,4017,vict,4398476
5112,Male,45,White,Never-married,Bachelors,United-States,Private,Transport-moving,<=50K,connr,miole,26,charlton crescent,pionee r lodge,chirnside park,2259,nsw,3306647
5113,Male,59,White,Married-civ-spouse,Some-college,United-States,Private,Machine-op-inspct,<=50K,alyssa,dalle-nogare,27,angliss place,nocoleche,middle park,4507,vic,9049470
5114,Female,29,White,Never-married,Assoc-acdm,United-States,Private,Priv-house-serv,<=50K,jackson,priest,6,hurley street,benalla hospital,mitcham,2136,nsw,2095805
5115,Female,27,White,Never-married,HS-grad,United-States,Private,Machine-op-inspct,<=50K,julia,taing,7,perrin circuit,noaddresstwo,windale,3044,qld,4506126
5116,Male,44,White,Married-civ-spouse,Masters,United-States,Private,Tech-support,>50K,juliana,lagr,21,callaway crqescent,crestwood,benduygo,5154,nostate,1857669
5117,Male,44,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,>50K,jackson,poole,105,luehmannsrreet,noaddresstwo,manyvale,2629,acs,8226074
5118,Male,33,White,Married-civ-spouse,Some-college,United-States,Private,Exec-managerial,>50K,rya,ryan,8,glovers treet,noaddresstwo,eppeh,3144,nsw,9792446
5119,Male,27,White,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K,sarsha,bryan,285,totterdell street,noaddresstwo,coober pedy,6076,sa,6538657
5120,Male,33,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K,holly,fabian,243,grounds crescent,noaddresstwo,halletx cove,4069,vic,2509819
5121,Female,55,Black,Divorced,Assoc-voc,United-States,Private,Adm-clerical,<=50K,shawn,daivs,52,onaddressone,noaddresstywo,broadmeadows,3304,vic,2713672
5122,Male,32,Other,Married-civ-spouse,Assoc-voc,United-States,Self-emp-not-inc,Prof-specialty,<=50K,bianca,hennig,4,macgregor street,noaddresstwo,south yarra,3551,qld,8365536
5123,Male,31,White,Married-civ-spouse,Assoc-voc,United-States,Private,Handlers-cleaners,<=50K,fergus,prior,50,joyce place,noaddresstwo,werribee,5037,nsw,7960013
5124,Male,57,White,Married-civ-spouse,Prof-school,United-States,Self-emp-inc,Prof-specialty,>50K,nicholas,page,19,annan close,noaddresstwo,mulgrave east,6010,vic,3109182
5125,Male,30,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K,melinda,ford,26,antill street,lassaan,wynnum,5223,wa,6321416
5126,Female,28,White,Never-married,Bachelors,United-States,Private,Sales,<=50K,anthony,uhe,17,waren place,noaddresstwo,beauty poin,3555,vivc,2665035
5127,Male,30,Asian-Pac-Islander,Never-married,Some-college,South,Self-emp-not-inc,Sales,<=50K,ta,mcglean,6,tauhcert street,noaddresstwo,meruda,4270,atzxj,9174348
5128,Male,29,White,Married-civ-spouse,Masters,United-States,Private,Prof-specialty,>50K,liana,parikh,2,tarraleahybcrescent,noaddresstwo,greenacre,4161,sa,4430589
5129,Female,66,Black,Never-married,HS-grad,United-States,Private,Other-service,<=50K,erin,hands,1,allambee street,noaddresstwo,woodridge,6230,tas,8926233
5130,Male,60,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,>50K,ryan,mullins,46,murchison street,camurra,hampton east,3550,qld,4292219
5131,Male,31,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,<=50K,tesha,meey,7,stralis klace,noaddresstwo,culgla,4091,nsw,3245174
5132,Male,26,White,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K,haan,milldi,105,solomon ftescent,red rosella,kununurra,2031,nsw,7931435
5133,Male,24,White,Never-married,HS-grad,United-States,Private,Handlers-cleaners,<=50K,chloe,waters,93,macalistef jcjrescent,noaddresstwo,rockaqmton,4826,qf,4777181
5134,Male,29,White,Never-married,Bachelors,United-States,Private,Sales,>50K,kelsea,collins,18,melrose drive,noaddresstwo,jervois,2615,vic,5724158
5135,Male,44,White,Married-civ-spouse,HS-grad,United-States,Private,Tech-support,>50K,sara,collins,13,palmer street,noaddresstwo,cheltenham,4880,nsw,9415484
5136,Male,34,White,Married-civ-spouse,Bachelors,United-States,Local-gov,Exec-managerial,>50K,james,game,211,parkhill street,prairie view,coolum beach,5022,vic,5783305
5137,Male,59,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,>50K,nogivenname,hdig,11,mugga ewagy,noaddresqstwo,glenelg orth,3165,qd,8523601
5138,Male,23,Asian-Pac-Islander,Never-married,Bachelors,United-States,Private,Exec-managerial,<=50K,talia,blackett,148,starke syveet,noaddresstwo,naracoorte,0nan,vicf,5557302
5139,Male,23,White,Never-married,11th,Philippines,Private,Other-service,<=50K,lucas,outram,59,hugh mckay crescent,naringathurn,latrobe,3250,sa,3707317
5140,Female,55,Black,Separated,Assoc-voc,United-States,Local-gov,Prof-specialty,<=50K,alexander,fleetwpfzd,85,sternberg bxrescent,noaddresstwo,redbankplains,4753,tas,4166604
5141,Male,39,White,Married-civ-spouse,HS-grad,United-States,Self-emp-inc,Exec-managerial,>50K,cooper,nosurname,11,noaddressone,noaddresstwo,numurkah,3275,w,3678861
5142,Male,39,Black,Never-married,11th,United-States,Private,Craft-repair,<=50K,thoams,aden,127,noaddressone,noaddresstwo,abbotsford,3085,ql,5368081
5143,Male,57,White,Divorced,7th-8th,United-States,Private,Transport-moving,<=50K,tyler,kennett,137,noaddressone,noaddresstwo,punchbowl,2780,vic,8279950
5144,Female,35,White,Divorced,HS-grad,United-States,Private,Sales,<=50K,ajmes,dais,38,edmondson street,loudoun homestead,kandanga,2765,nswa,6915664
5145,Male,39,White,Married-civ-spouse,Assoc-voc,United-States,Local-gov,Protective-serv,>50K,dylan,renddll,12,wattle street,noaddresstwo,toowoommba,2750,vf,3484585
5146,Female,47,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,>50K,jordan,pook,5,clint place,noaddresstwo,bayswater,2902,qld,8327949
5147,Male,53,White,Married-civ-spouse,Doctorate,United-States,State-gov,Adm-clerical,>50K,hannah,visscheijk,27,wollaston place,noaddraesstwo,tac uoa,2100,sw,2808192
5148,Male,23,Black,Never-married,Some-college,United-States,Private,Sales,<=50K,marcus,kibf,71,sherjwood circuit,noaddrestwo,rgeenrields,6045,wa,6408482
5149,Male,35,White,Never-married,Masters,United-States,Private,Craft-repair,>50K,caleb,wigybt,15,raglessiwrcuit,noaddresstwo,ettalo ngrd beach,3064,nsw,5327452
5150,Female,44,White,Divorced,Some-college,United-States,Private,Farming-fishing,<=50K,dean,pubben,25,blackwood texerace,allswell,croydon park,2411,v,6754465
5151,Female,28,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K,seth,chapman,93,suttor street,noaddresstwo,clonbinane,2142,wa,3995236
5152,Female,26,Asian-Pac-Islander,Never-married,Bachelors,Poland,Private,Exec-managerial,<=50K,emiyi,gills,25,ashby xfrcuit,noaddresstwo,scoresby,3099,nostate,5552167
5153,Male,23,White,Never-married,HS-grad,United-States,Private,Exec-managerial,<=50K,lachlan,bilton,24,armfield place,noaddresstwo,mount barker,7248,vic,6696853
5154,Male,32,White,Married-civ-spouse,HS-grad,Ireland,Private,Other-service,<=50K,trinity,johnston,10,badimara street,noaddresstwo,north haven,4055,vic,1836558
5155,Male,49,White,Married-civ-spouse,Some-college,United-States,Self-emp-inc,Transport-moving,>50K,hrarison,renolds,4,shakespeare crescent,hm ivllage,old erowal bay,2079,qld,5261296
5156,Male,36,White,Never-married,Some-college,United-States,Private,Craft-repair,<=50K,jacon,watehrpuse,56,noongale court,kalimna vvllage,fitozy,0830,nostate,5909393
5157,Female,36,White,Divorced,HS-grad,United-States,Private,Other-service,<=50K,dale,bowen,19,warrego fircuit,noaddresstwo,nosuburb,4314,wa,3013917
5158,Female,21,Amer-Indian-Eskimo,Married-civ-spouse,Assoc-acdm,United-States,Private,Adm-clerical,>50K,lauren,mcnamara,7,welsby place,euesden,hampton park,5201,nostate,1106044
5159,Male,54,White,Married-civ-spouse,Bachelors,United-States,Self-emp-not-inc,Exec-managerial,>50K,joel,cahoon,7,sheehajstreet,regency park estat,east lindfild,3350,qos,2009284
5160,Female,43,Black,Married-spouse-absent,Some-college,United-States,Private,Other-service,<=50K,lucas,roberts,28,derrington cresucent,noadmdresstwo,valentine,2441,wa,8607558
5161,Female,35,White,Divorced,Some-college,United-States,Local-gov,Adm-clerical,<=50K,zara,wenske,8,rushbrook circuit,noaddresstwo,stephens,4343,qld,5302191
5162,Male,31,White,Married-civ-spouse,Some-college,United-States,Private,Farming-fishing,>50K,alisha,brown,38,macarthur avenue,orana,kensington,6014,qld,5602557
